Suburb,Rooms,Type,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Year,target
Elsternwick,3,h,10,3185,3,2,2,400,Glen Eira,Southern Metropolitan,2016,1600000
Elsternwick,2,h,10,3185,2,1,1,200,Glen Eira,Southern Metropolitan,2016,1000000
Elsternwick,4,h,10,3185,4,2,0,200,Glen Eira,Southern Metropolitan,2016,1200000
Elsternwick,2,u,10,3185,2,1,1,200,Glen Eira,Southern Metropolitan,2016,1000000
Elsternwick,3,h,10,3185,3,2,1,400,Glen Eira,Southern Metropolitan,2016,1800000
Elsternwick,4,h,10,3185,4,1,1,400,Glen Eira,Southern Metropolitan,2016,1400000
Elsternwick,3,u,10,3185,3,2,2,400,Glen Eira,Southern Metropolitan,2016,1200000
Elsternwick,2,u,10,3185,2,1,2,0,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,2,u,10,3185,2,1,1,800,Glen Eira,Southern Metropolitan,2016,600000
Elsternwick,2,u,10,3185,2,1,1,0,Glen Eira,Southern Metropolitan,2016,600000
Elsternwick,3,h,10,3185,3,2,1,400,Glen Eira,Southern Metropolitan,2016,1800000
Elsternwick,3,h,10,3185,3,2,2,400,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,3,h,10,3185,3,1,2,200,Glen Eira,Southern Metropolitan,2016,1000000
Elsternwick,2,h,10,3185,2,2,2,200,Glen Eira,Southern Metropolitan,2016,1200000
Elsternwick,3,t,10,3185,3,2,2,200,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,4,h,10,3185,4,2,2,600,Glen Eira,Southern Metropolitan,2016,Over 2M
Elsternwick,2,h,10,3185,2,1,1,200,Glen Eira,Southern Metropolitan,2016,1000000
Elsternwick,3,h,10,3185,3,1,2,400,Glen Eira,Southern Metropolitan,2016,1400000
Elsternwick,3,t,10,3185,3,2,2,200,Glen Eira,Southern Metropolitan,2016,1000000
Elsternwick,3,h,10,3185,3,2,2,400,Glen Eira,Southern Metropolitan,2016,1800000
Elsternwick,3,h,10,3185,3,2,1,400,Glen Eira,Southern Metropolitan,2016,Over 2M
Elsternwick,2,u,10,3185,3,1,1,0,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,2,u,10,3185,2,1,1,Over 1000,Glen Eira,Southern Metropolitan,2016,600000
Elsternwick,3,h,10,3185,3,1,1,600,Glen Eira,Southern Metropolitan,2017,Over 2M
Elsternwick,4,h,10,3185,4,2,2,600,Glen Eira,Southern Metropolitan,2017,Over 2M
Elsternwick,3,h,10,3185,3,2,0,200,Glen Eira,Southern Metropolitan,2017,1600000
Elsternwick,4,h,10,3185,1,3,2,400,Glen Eira,Southern Metropolitan,2016,1600000
Elsternwick,3,t,10,3185,3,2,2,200,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,3,h,10,3185,3,2,2,600,Glen Eira,Southern Metropolitan,2016,1800000
Elsternwick,3,h,10,3185,3,1,2,400,Glen Eira,Southern Metropolitan,2016,1400000
Elsternwick,4,h,10,3185,4,3,2,600,Glen Eira,Southern Metropolitan,2016,Over 2M
Elsternwick,3,u,10,3185,3,1,1,0,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,4,h,10,3185,4,2,2,200,Glen Eira,Southern Metropolitan,2016,1000000
Elsternwick,4,h,10,3185,4,2,2,400,Glen Eira,Southern Metropolitan,2016,1400000
Elsternwick,2,u,10,3185,1,1,1,0,Glen Eira,Southern Metropolitan,2016,600000
Elsternwick,4,h,10,3185,5,3,2,800,Glen Eira,Southern Metropolitan,2016,Over 2M
Elsternwick,2,h,10,3185,2,1,1,200,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,2,t,10,3185,2,2,1,0,Glen Eira,Southern Metropolitan,2016,800000
Elsternwick,4,h,10,3185,3,3,2,400,Glen Eira,Southern Metropolitan,2016,Over 2M
Elsternwick,3,h,10,3185,3,1,1,400,Glen Eira,Southern Metropolitan,2016,1600000
Elsternwick,2,u,10,3185,0,0,0,0,Glen Eira,Southern Metropolitan,2016,400000
Elsternwick,2,u,10,3185,2,1,0,0,Glen Eira,Southern Metropolitan,2016,600000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,t,10,3184,3,2,2,Over 1000,Port Phillip,Southern Metropolitan,2016,1400000
Elwood,1,u,10,3184,1,1,0,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,600,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,h,10,3184,3,1,2,400,Port Phillip,Southern Metropolitan,2016,Over 2M
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,0,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,1,u,10,3184,1,1,0,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,3,t,10,3184,3,2,1,400,Port Phillip,Southern Metropolitan,2016,1400000
Elwood,2,u,10,3184,2,1,1,Over 1000,Port Phillip,Southern Metropolitan,2017,800000
Elwood,2,u,10,3184,2,2,2,Over 1000,Port Phillip,Southern Metropolitan,2017,1000000
Elwood,2,u,10,3184,2,1,1,Over 1000,Port Phillip,Southern Metropolitan,2017,1000000
Elwood,2,u,10,3184,2,1,1,600,Port Phillip,Southern Metropolitan,2017,600000
Elwood,3,h,10,3184,3,1,2,400,Port Phillip,Southern Metropolitan,2017,2000000
Elwood,2,u,10,3184,2,1,2,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,h,10,3184,2,1,0,200,Port Phillip,Southern Metropolitan,2016,1200000
Elwood,2,u,10,3184,2,1,2,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,3,h,10,3184,3,1,0,200,Port Phillip,Southern Metropolitan,2016,1000000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,2,u,10,3184,2,2,1,400,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,0,400,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,h,10,3184,3,2,1,200,Port Phillip,Southern Metropolitan,2017,1200000
Elwood,2,u,10,3184,2,1,1,600,Port Phillip,Southern Metropolitan,2017,600000
Elwood,2,u,10,3184,2,1,1,0,Glen Eira,Southern Metropolitan,2017,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,4,h,10,3184,4,2,0,200,Port Phillip,Southern Metropolitan,2016,1800000
Elwood,2,h,10,3184,2,1,0,200,Port Phillip,Southern Metropolitan,2016,1200000
Elwood,3,u,10,3184,3,1,1,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,3,h,10,3184,3,2,1,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,3,h,10,3184,4,2,6,800,Port Phillip,Southern Metropolitan,2016,Over 2M
Elwood,2,u,10,3184,2,1,2,0,Port Phillip,Southern Metropolitan,2016,1000000
Elwood,3,t,10,3184,3,1,1,0,Port Phillip,Southern Metropolitan,2016,1000000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,h,10,3184,3,2,2,400,Port Phillip,Southern Metropolitan,2016,1800000
Elwood,2,u,10,3184,2,1,1,Over 1000,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,0,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,0,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,2,u,10,3184,2,2,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,h,10,3184,3,2,1,200,Port Phillip,Southern Metropolitan,2016,1600000
Elwood,2,u,10,3184,2,2,1,0,Port Phillip,Southern Metropolitan,2016,1200000
Elwood,2,u,10,3184,2,1,1,Over 1000,Port Phillip,Southern Metropolitan,2016,600000
Elwood,1,u,10,3184,1,1,1,Over 1000,Port Phillip,Southern Metropolitan,2017,400000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2017,600000
Elwood,4,h,10,3184,4,2,2,600,Port Phillip,Southern Metropolitan,2016,Over 2M
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,0,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,h,10,3184,3,2,0,200,Port Phillip,Southern Metropolitan,2017,1600000
Elwood,1,u,10,3184,1,1,1,600,Port Phillip,Southern Metropolitan,2017,400000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2017,400000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2017,600000
Elwood,3,h,10,3184,3,1,1,400,Port Phillip,Southern Metropolitan,2017,1600000
Elwood,1,u,10,3184,1,1,1,1000,Port Phillip,Southern Metropolitan,2017,400000
Elwood,2,u,10,3184,2,1,0,0,Port Phillip,Southern Metropolitan,2017,600000
Elwood,2,u,10,3184,2,2,1,800,Port Phillip,Southern Metropolitan,2017,1000000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2017,600000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2017,400000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,4,h,10,3184,3,3,0,200,Port Phillip,Southern Metropolitan,2016,1800000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,1,u,10,3184,1,1,1,0,Port Phillip,Southern Metropolitan,2016,400000
Elwood,4,h,10,3184,4,3,2,400,Port Phillip,Southern Metropolitan,2016,Over 2M
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,2,u,10,3184,2,1,1,0,Port Phillip,Southern Metropolitan,2016,800000
Elwood,2,u,10,3184,2,1,0,0,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,t,10,3184,3,2,2,800,Port Phillip,Southern Metropolitan,2016,1000000
Elwood,3,h,10,3184,3,2,2,400,Port Phillip,Southern Metropolitan,2016,1800000
Elwood,2,u,10,3184,2,2,1,Over 1000,Port Phillip,Southern Metropolitan,2016,600000
Elwood,3,h,10,3184,2,1,1,400,Port Phillip,Southern Metropolitan,2016,2000000
Essendon,3,h,10,3040,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,600000
Essendon,3,h,10,3040,3,1,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,3,h,10,3040,3,1,3,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,4,h,10,3040,4,1,2,800,Moonee Valley,Western Metropolitan,2016,2000000
Essendon,2,t,10,3040,2,1,2,800,Moonee Valley,Western Metropolitan,2016,600000
Essendon,3,h,10,3040,3,2,2,200,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,4,h,10,3040,4,2,1,200,Moonee Valley,Western Metropolitan,2017,1000000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2017,600000
Essendon,4,h,10,3040,4,2,4,800,Moonee Valley,Western Metropolitan,2017,2000000
Essendon,3,u,10,3040,3,2,1,200,Moonee Valley,Western Metropolitan,2017,800000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2017,800000
Essendon,3,h,10,3040,3,1,2,600,Moonee Valley,Western Metropolitan,2017,1000000
Essendon,4,h,10,3040,4,2,1,200,Moonee Valley,Western Metropolitan,2017,1600000
Essendon,3,h,10,3040,3,2,1,800,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,4,h,10,3040,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1800000
Essendon,4,t,10,3040,3,3,2,400,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,h,10,3040,3,1,1,800,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,2,h,10,3040,2,1,1,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,2,u,10,3040,2,1,3,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,3,h,10,3040,3,2,2,200,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,2,h,10,3040,2,1,0,600,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,3,h,10,3040,3,1,1,600,Moonee Valley,Western Metropolitan,2016,Over 2M
Essendon,3,h,10,3040,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,2,u,10,3040,2,1,0,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,5,h,10,3040,5,4,6,800,Moonee Valley,Western Metropolitan,2016,Over 2M
Essendon,1,u,10,3040,1,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,600000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Essendon,4,h,10,3040,4,3,2,200,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,2,u,10,3040,2,1,1,1000,Moonee Valley,Western Metropolitan,2016,400000
Essendon,6,h,10,3040,6,4,2,800,Moonee Valley,Western Metropolitan,2016,Over 2M
Essendon,3,h,10,3040,3,1,3,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,h,10,3040,3,1,3,400,Moonee Valley,Western Metropolitan,2016,800000
Essendon,4,h,10,3040,4,2,1,600,Moonee Valley,Western Metropolitan,2017,1400000
Essendon,3,h,10,3040,3,1,2,200,Moonee Valley,Western Metropolitan,2017,800000
Essendon,3,h,10,3040,3,1,1,600,Moonee Valley,Western Metropolitan,2017,1200000
Essendon,3,h,10,3040,4,2,2,Over 1000,Moonee Valley,Western Metropolitan,2016,2000000
Essendon,3,h,10,3040,3,1,2,400,Moonee Valley,Western Metropolitan,2016,800000
Essendon,4,h,10,3040,3,2,2,800,Moonee Valley,Western Metropolitan,2016,1800000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,4,h,10,3040,4,2,2,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,5,h,10,3040,5,2,2,600,Moonee Valley,Western Metropolitan,2016,1800000
Essendon,4,h,10,3040,4,3,1,400,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,2,u,10,3040,2,1,2,0,Moonee Valley,Western Metropolitan,2016,600000
Essendon,3,h,10,3040,3,2,1,600,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,3,t,10,3040,3,2,1,200,Moonee Valley,Western Metropolitan,2016,600000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,3,t,10,3040,3,2,1,200,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,3,h,10,3040,3,1,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,2,u,10,3040,2,1,2,0,Moonee Valley,Western Metropolitan,2016,600000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Essendon,4,h,10,3040,4,2,2,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,t,10,3040,3,1,2,200,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,h,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,800000
Essendon,4,h,10,3040,4,1,2,600,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,3,h,10,3040,3,1,3,600,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,3,u,10,3040,3,2,2,200,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,h,10,3040,2,1,2,200,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,3,u,10,3040,3,2,1,0,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,u,10,3040,2,1,2,600,Moonee Valley,Western Metropolitan,2016,800000
Essendon,5,h,10,3040,5,3,2,800,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,1,u,10,3040,1,1,1,0,Moonee Valley,Western Metropolitan,2016,200000
Essendon,4,h,10,3040,3,2,1,600,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,3,h,10,3040,3,1,0,400,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,h,10,3040,2,1,1,600,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,h,10,3040,3,1,2,400,Moonee Valley,Western Metropolitan,2016,800000
Essendon,4,h,10,3040,4,2,2,800,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,3,h,10,3040,2,1,2,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,h,10,3040,3,1,1,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,5,h,10,3040,5,2,5,1000,Moonee Valley,Western Metropolitan,2016,1800000
Essendon,1,u,10,3040,1,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Essendon,2,h,10,3040,2,1,2,400,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Essendon,4,h,10,3040,4,2,2,600,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,3,h,10,3040,3,1,3,800,Moonee Valley,Western Metropolitan,2017,1600000
Essendon,2,h,10,3040,2,1,2,200,Moonee Valley,Western Metropolitan,2017,1000000
Essendon,4,h,10,3040,4,1,1,800,Moonee Valley,Western Metropolitan,2017,1800000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2017,400000
Essendon,4,h,10,3040,4,2,2,800,Moonee Valley,Western Metropolitan,2017,1800000
Essendon,3,h,10,3040,3,1,1,400,Moonee Valley,Western Metropolitan,2017,1000000
Essendon,3,h,10,3040,3,1,1,600,Moonee Valley,Western Metropolitan,2017,1400000
Essendon,3,h,10,3040,3,1,1,200,Moonee Valley,Western Metropolitan,2017,800000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2017,400000
Essendon,3,h,10,3040,3,1,2,400,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,3,t,10,3040,3,1,1,200,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,4,u,10,3040,4,2,2,0,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,4,h,10,3040,4,3,1,600,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,4,h,10,3040,4,1,2,600,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,3,h,10,3040,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,3,h,10,3040,3,2,1,600,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,800000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2017,600000
Essendon,2,u,10,3040,2,1,0,0,Moonee Valley,Western Metropolitan,2017,400000
Essendon,4,h,10,3040,4,2,3,800,Moonee Valley,Western Metropolitan,2017,Over 2M
Essendon,2,h,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2017,1200000
Essendon,4,h,10,3040,4,1,2,600,Moonee Valley,Western Metropolitan,2017,1600000
Essendon,3,h,10,3040,3,1,4,600,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,3,h,10,3040,3,2,1,800,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,3,h,10,3040,3,1,0,400,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,h,10,3040,3,1,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,6,h,10,3040,7,2,2,800,Moonee Valley,Western Metropolitan,2016,1800000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,2,u,10,3040,2,1,1,200,Moonee Valley,Western Metropolitan,2016,600000
Essendon,1,u,10,3040,1,1,1,0,Moonee Valley,Western Metropolitan,2016,200000
Essendon,3,h,10,3040,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,3,h,10,3040,3,2,1,600,Moonee Valley,Western Metropolitan,2016,800000
Essendon,3,u,10,3040,3,1,1,800,Moonee Valley,Western Metropolitan,2016,800000
Essendon,3,t,10,3040,3,2,2,200,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,600000
Essendon,2,u,10,3040,2,1,1,Over 1000,Moonee Valley,Western Metropolitan,2016,400000
Essendon,5,h,10,3040,5,3,2,600,Moonee Valley,Western Metropolitan,2016,1800000
Essendon,3,h,10,3040,3,2,3,400,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,3,h,10,3040,3,1,2,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,h,10,3040,3,1,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,3,h,10,3040,3,1,1,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,2,h,10,3040,2,1,1,400,Moonee Valley,Western Metropolitan,2016,1000000
Essendon,3,h,10,3040,3,1,2,0,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,u,10,3040,3,1,1,0,Moonee Valley,Western Metropolitan,2016,800000
Essendon,4,h,10,3040,3,2,2,400,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,3,h,10,3040,3,2,1,400,Moonee Valley,Western Metropolitan,2016,1400000
Essendon,4,h,10,3040,3,1,2,600,Moonee Valley,Western Metropolitan,2016,1200000
Essendon,2,u,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon,3,h,10,3040,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1600000
Essendon,2,t,10,3040,2,1,1,0,Moonee Valley,Western Metropolitan,2016,600000
Essendon North,2,u,10,3041,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon North,3,h,10,3041,3,2,2,800,Moonee Valley,Western Metropolitan,2016,1600000
Essendon North,2,u,10,3041,2,1,1,1000,Moonee Valley,Western Metropolitan,2016,400000
Essendon North,1,u,10,3041,1,1,1,0,Moonee Valley,Western Metropolitan,2016,200000
Essendon North,3,h,10,3041,3,1,1,800,Moonee Valley,Western Metropolitan,2016,1400000
Essendon North,2,u,10,3041,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon North,5,h,10,3041,5,3,2,400,Moonee Valley,Western Metropolitan,2017,1400000
Essendon North,2,u,10,3041,2,1,1,0,Moonee Valley,Western Metropolitan,2016,400000
Essendon North,3,u,10,3041,3,2,1,0,Moonee Valley,Western Metropolitan,2016,800000
Essendon North,4,h,10,3041,3,2,2,600,Moonee Valley,Western Metropolitan,2016,1600000
Essendon North,3,u,10,3041,3,2,2,200,Moonee Valley,Western Metropolitan,2016,800000
Essendon North,3,h,10,3041,3,2,2,Over 1000,Moonee Valley,Western Metropolitan,2017,1400000
Fairfield,3,h,5,3078,3,2,0,400,Darebin,Northern Metropolitan,2016,1200000
Fairfield,3,h,5,3078,3,1,2,400,Darebin,Northern Metropolitan,2016,1400000
Fairfield,3,h,5,3078,2,1,2,600,Darebin,Northern Metropolitan,2016,1200000
Fairfield,3,h,5,3078,3,1,1,200,Darebin,Northern Metropolitan,2016,1000000
Fairfield,2,h,5,3078,2,1,2,600,Darebin,Northern Metropolitan,2016,1200000
Fairfield,4,h,5,3078,4,2,1,400,Darebin,Northern Metropolitan,2016,1200000
Fairfield,2,u,5,3078,2,1,1,0,Darebin,Northern Metropolitan,2016,600000
Fairfield,2,u,5,3078,2,1,1,0,Yarra,Northern Metropolitan,2016,600000
Fairfield,3,t,5,3078,3,1,1,200,Darebin,Northern Metropolitan,2016,800000
Fairfield,2,u,5,3078,2,1,1,0,Darebin,Northern Metropolitan,2016,400000
Fairfield,2,h,5,3078,2,1,1,0,Darebin,Northern Metropolitan,2016,600000
Fairfield,2,u,5,3078,2,1,1,0,Darebin,Northern Metropolitan,2016,400000
Fairfield,2,u,5,3078,2,1,1,200,Darebin,Northern Metropolitan,2017,800000
Fairfield,4,h,5,3078,4,2,2,400,Darebin,Northern Metropolitan,2016,1800000
Fairfield,2,u,5,3078,2,1,1,0,Darebin,Northern Metropolitan,2016,400000
Fairfield,3,h,5,3078,3,2,1,800,Darebin,Northern Metropolitan,2017,1800000
Fairfield,2,u,5,3078,2,1,1,Over 1000,Darebin,Northern Metropolitan,2017,600000
Fairfield,1,u,5,3078,1,1,1,0,Yarra,Northern Metropolitan,2017,400000
Fairfield,3,h,5,3078,3,2,1,200,Darebin,Northern Metropolitan,2016,800000
Fairfield,3,h,5,3078,3,2,4,800,Darebin,Northern Metropolitan,2016,Over 2M
Fairfield,3,h,5,3078,3,1,4,600,Darebin,Northern Metropolitan,2016,1400000
Fairfield,4,h,5,3078,4,3,2,600,Darebin,Northern Metropolitan,2016,2000000
Fairfield,2,h,5,3078,2,1,1,200,Darebin,Northern Metropolitan,2016,1000000
Fairfield,3,h,5,3078,3,1,2,600,Darebin,Northern Metropolitan,2016,1000000
Fairfield,2,t,5,3078,2,1,1,200,Darebin,Northern Metropolitan,2016,800000
Fairfield,3,h,5,3078,3,1,2,400,Darebin,Northern Metropolitan,2016,1000000
Fairfield,2,u,5,3078,2,1,1,0,Yarra,Northern Metropolitan,2016,600000
