Type,Rooms,Bedroom,Bathroom,Car,Landsize,Distance,Postcode,Suburb,CouncilArea,Regionname,Year,Price
h,3,3,1,1,0,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,0,5,3071,Thornbury,Darebin,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,0,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,0,5,3068,Fitzroy North,Yarra,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,0,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,0,15,3020,Sunshine North,Brimbank,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,0,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,0,10,3046,Oak Park,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,0,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,0,5,3058,Coburg,Moreland,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,0,5,3142,Toorak,Stonnington,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,200,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,200,10,3125,Burwood,Monash,Southern Metropolitan,2016,Between 400k to 800k
t,3,3,1,1,200,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
t,3,3,1,1,200,5,3011,Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
t,3,3,1,1,200,5,3011,Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
t,3,3,1,1,200,10,3079,Ivanhoe,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,200,10,3046,Oak Park,Moreland,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,200,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,200,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,200,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
t,3,3,1,1,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,200,10,3084,Rosanna,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,200,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,200,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,200,15,3166,Oakleigh,Monash,Southern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,200,15,3042,Keilor Park,Brimbank,Western Metropolitan,2016,Between 400k to 800k
t,3,3,1,1,200,10,3019,Braybrook,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,200,10,3058,Coburg,Moreland,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,200,10,3058,Coburg North,Moreland,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3084,Heidelberg,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,15,3020,Albion,Brimbank,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3015,Spotswood,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,200,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,15,3043,Tullamarine,Hume,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,30,3197,Carrum,Kingston,South-Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,200,15,3060,Fawkner,Moreland,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,5,3012,West Footscray,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,15,3152,Wantirna South,Knox,Eastern Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,200,10,3033,Keilor East,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,5,3012,Kingsville,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,10,3020,Sunshine,Brimbank,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,15,3152,Wantirna South,Knox,Eastern Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,200,10,3019,Braybrook,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3025,Altona North,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3019,Braybrook,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3125,Burwood,Whitehorse,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3033,Keilor East,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3042,Keilor Park,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3058,Coburg North,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3042,Airport West,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3025,Altona North,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,25,3178,Rowville,Knox,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,25,3136,Croydon,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,20,3135,Heathmont,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,400,15,3021,St Albans,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3038,Keilor Downs,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3075,Lalor,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,400,10,3020,Sunshine West,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3020,Sunshine North,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3023,Caroline Springs,Melton,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,25,3136,Croydon,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,25,3153,Bayswater,Knox,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,400,40,3807,Beaconsfield,Cardinia,Eastern Victoria,2017,Between 400k to 800k
h,3,3,1,1,400,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3042,Airport West,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3018,Altona,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3018,Altona,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3025,Altona North,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3019,Braybrook,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3046,Hadfield,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3046,Hadfield,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3033,Keilor East,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3033,Keilor East,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Albion,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3033,Keilor East,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3020,Albion,Brimbank,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,600,15,3204,Bentleigh,Glen Eira,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3060,Fawkner,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3083,Bundoora,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,25,3175,Dandenong North,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3021,Kings Park,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3082,Mill Park,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,25,3175,Dandenong North,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3083,Bundoora,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3021,St Albans,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3047,Jacana,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3047,Broadmeadows,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,40,3199,Frankston,Frankston,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3029,Hoppers Crossing,Wyndham,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,25,3174,Noble Park,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3082,Mill Park,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3082,Mill Park,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,25,3174,Noble Park,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3047,Broadmeadows,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3076,Epping,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3029,Hoppers Crossing,Wyndham,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3047,Broadmeadows,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3088,Greensborough,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3048,Meadow Heights,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,25,3138,Mooroolbark,Yarra Ranges,Eastern Victoria,2017,Between 400k to 800k
h,3,3,1,1,600,15,3021,St Albans,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3022,Ardeer,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3047,Broadmeadows,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,40,3199,Frankston South,Frankston,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3043,Gladstone Park,Hume,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,25,3174,Noble Park,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3047,Broadmeadows,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3075,Lalor,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3048,Meadow Heights,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,25,3174,Noble Park,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3020,Sunshine West,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3074,Thomastown,Whittlesea,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3030,Werribee,Wyndham,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,15,3020,Sunshine West,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,15,3085,Yallambie,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3060,Fawkner,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,15,3020,Sunshine West,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,30,3177,Doveton,Casey,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,25,3175,Dandenong,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,15,3047,Jacana,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,25,3175,Dandenong,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,Over 1000,5,3031,Kensington,Melbourne,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,Over 1000,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,Over 1000,10,3042,Niddrie,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,Over 1000,5,3122,Hawthorn,Boroondara,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,Over 1000,5,3101,Kew,Boroondara,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,Over 1000,0,3051,North Melbourne,Melbourne,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,0,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,0,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,0,5,3031,Kensington,Moonee Valley,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,0,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3058,Coburg North,Moreland,Northern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,10,3046,Oak Park,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3040,Essendon West,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,15,3166,Oakleigh,Monash,Southern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,15,3018,Altona,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,10,3125,Burwood,Whitehorse,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,10,3015,South Kingsville,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,5,3055,Brunswick West,Moreland,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,5,3055,Brunswick West,Moreland,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,15,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,5,3101,Kew,Boroondara,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,10,3046,Oak Park,Moreland,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,15,3166,Oakleigh,Monash,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,15,3087,Watsonia,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,10,3042,Airport West,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,25,3153,Bayswater North,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,15,3094,Montmorency,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
